0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
0	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
1	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
2	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
3	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
4	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
5	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
6	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
7	4	100	9
